"group_luscher","FBD","thaw_strain","method","sub_group","soil_group","group_nelson"
NA,1260,51,"Ladanyi (1996)","Not Differentiated",NA,NA
NA,1270,49.9536021822499,"Ladanyi (1996)","Not Differentiated",NA,NA
NA,1280,48.9375541594861,"Ladanyi (1996)","Not Differentiated",NA,NA
NA,1290,47.9493589799043,"Ladanyi (1996)","Not Differentiated",NA,NA
NA,1300,46.9868443825036,"Ladanyi (1996)","Not Differentiated",NA,NA
NA,1310,46.0481065928754,"Ladanyi (1996)","Not Differentiated",NA,NA
NA,1320,45.1314660415009,"Ladanyi (1996)","Not Differentiated",NA,NA
NA,1330,44.2354320518419,"Ladanyi (1996)","Not Differentiated",NA,NA
NA,1340,43.358674372686,"Ladanyi (1996)","Not Differentiated",NA,NA
NA,1350,42.5,"Ladanyi (1996)","Not Differentiated",NA,NA
NA,1360,41.6583341344613,"Ladanyi (1996)","Not Differentiated",NA,NA
NA,1370,40.8327044069936,"Ladanyi (1996)","Not Differentiated",NA,NA
NA,1380,40.022227711902,"Ladanyi (1996)","Not Differentiated",NA,NA
NA,1390,39.2260991393567,"Ladanyi (1996)","Not Differentiated",NA,NA
NA,1400,38.4435826120609,"Ladanyi (1996)","Not Differentiated",NA,NA
NA,1410,37.6740029159448,"Ladanyi (1996)","Not Differentiated",NA,NA
NA,1420,36.9167388793148,"Ladanyi (1996)","Not Differentiated",NA,NA
NA,1430,36.1712175044268,"Ladanyi (1996)","Not Differentiated",NA,NA
NA,1440,35.436908893815,"Ladanyi (1996)","Not Differentiated",NA,NA
NA,1450,34.7133218436533,"Ladanyi (1996)","Not Differentiated",NA,NA
NA,1460,34,"Ladanyi (1996)","Not Differentiated",NA,NA
NA,1470,33.2965184924651,"Ladanyi (1996)","Not Differentiated",NA,NA
NA,1480,32.6024809747637,"Ladanyi (1996)","Not Differentiated",NA,NA
NA,1490,31.9175170136136,"Ladanyi (1996)","Not Differentiated",NA,NA
NA,1500,31.2412797771376,"Ladanyi (1996)","Not Differentiated",NA,NA
NA,1510,30.5734439818208,"Ladanyi (1996)","Not Differentiated",NA,NA
NA,1520,29.9137040635332,"Ladanyi (1996)","Not Differentiated",NA,NA
NA,1530,29.261772543433,"Ladanyi (1996)","Not Differentiated",NA,NA
NA,1540,28.6173785639582,"Ladanyi (1996)","Not Differentiated",NA,NA
NA,1550,27.9802665737554,"Ladanyi (1996)","Not Differentiated",NA,NA
NA,1560,27.3501951434352,"Ladanyi (1996)","Not Differentiated",NA,NA
NA,1570,26.7269358965911,"Ladanyi (1996)","Not Differentiated",NA,NA
NA,1580,26.1102725426582,"Ladanyi (1996)","Not Differentiated",NA,NA
NA,1590,25.5,"Ladanyi (1996)","Not Differentiated",NA,NA
NA,1600,24.8959235991435,"Ladanyi (1996)","Not Differentiated",NA,NA
NA,1610,24.2978583573858,"Ladanyi (1996)","Not Differentiated",NA,NA
NA,1620,23.7056283171122,"Ladanyi (1996)","Not Differentiated",NA,NA
NA,1630,23.1190659411156,"Ladanyi (1996)","Not Differentiated",NA,NA
NA,1640,22.538011559029,"Ladanyi (1996)","Not Differentiated",NA,NA
NA,1650,21.9623128596869,"Ladanyi (1996)","Not Differentiated",NA,NA
NA,1660,21.391824424843,"Ladanyi (1996)","Not Differentiated",NA,NA
NA,1670,20.8264073001986,"Ladanyi (1996)","Not Differentiated",NA,NA
NA,1680,20.2659286001568,"Ladanyi (1996)","Not Differentiated",NA,NA
NA,1690,19.7102611431168,"Ladanyi (1996)","Not Differentiated",NA,NA
NA,1700,19.1592831144739,"Ladanyi (1996)","Not Differentiated",NA,NA
NA,1710,18.6128777547934,"Ladanyi (1996)","Not Differentiated",NA,NA
NA,1720,18.0709330708996,"Ladanyi (1996)","Not Differentiated",NA,NA
NA,1730,17.5333415678529,"Ladanyi (1996)","Not Differentiated",NA,NA
NA,1740,17,"Ladanyi (1996)","Not Differentiated",NA,NA
NA,1750,16.4708091394623,"Ladanyi (1996)","Not Differentiated",NA,NA
NA,1760,15.9456735605943,"Ladanyi (1996)","Not Differentiated",NA,NA
NA,1770,15.4245014390842,"Ladanyi (1996)","Not Differentiated",NA,NA
NA,1780,14.9072043644998,"Ladanyi (1996)","Not Differentiated",NA,NA
NA,1790,14.3936971651964,"Ladanyi (1996)","Not Differentiated",NA,NA
NA,1800,13.8838977446036,"Ladanyi (1996)","Not Differentiated",NA,NA
NA,1810,13.377726928001,"Ladanyi (1996)","Not Differentiated",NA,NA
NA,1820,12.8751083189722,"Ladanyi (1996)","Not Differentiated",NA,NA
NA,1830,12.375968164801,"Ladanyi (1996)","Not Differentiated",NA,NA
NA,1840,11.8802352301377,"Ladanyi (1996)","Not Differentiated",NA,NA
NA,1850,11.3878406783227,"Ladanyi (1996)","Not Differentiated",NA,NA
NA,1860,10.8987179598086,"Ladanyi (1996)","Not Differentiated",NA,NA
NA,1870,10.412802707167,"Ladanyi (1996)","Not Differentiated",NA,NA
NA,1880,9.9300326362133,"Ladanyi (1996)","Not Differentiated",NA,NA
NA,1890,9.4503474528175,"Ladanyi (1996)","Not Differentiated",NA,NA
NA,1900,8.97368876500715,"Ladanyi (1996)","Not Differentiated",NA,NA
NA,1910,8.5,"Ladanyi (1996)","Not Differentiated",NA,NA
NA,1920,8.02922632583196,"Ladanyi (1996)","Not Differentiated",NA,NA
NA,1930,7.56131457727346,"Ladanyi (1996)","Not Differentiated",NA,NA
NA,1940,7.09621318575073,"Ladanyi (1996)","Not Differentiated",NA,NA
NA,1950,6.63387211301047,"Ladanyi (1996)","Not Differentiated",NA,NA
NA,1960,6.17424278828652,"Ladanyi (1996)","Not Differentiated",NA,NA
NA,1970,5.71727804874507,"Ladanyi (1996)","Not Differentiated",NA,NA
NA,1980,5.2629320830017,"Ladanyi (1996)","Not Differentiated",NA,NA
NA,1990,4.81116037751887,"Ladanyi (1996)","Not Differentiated",NA,NA
NA,2000,4.36191966570632,"Ladanyi (1996)","Not Differentiated",NA,NA
NA,2010,3.9151678795596,"Ladanyi (1996)","Not Differentiated",NA,NA
NA,2020,3.47086410368378,"Ladanyi (1996)","Not Differentiated",NA,NA
NA,2030,3.02896853155988,"Ladanyi (1996)","Not Differentiated",NA,NA
NA,2040,2.58944242392241,"Ladanyi (1996)","Not Differentiated",NA,NA
NA,2050,2.15224806912381,"Ladanyi (1996)","Not Differentiated",NA,NA
NA,1100,85,"Ladanyi (1996)","Not Differentiated",NA,NA
NA,1110,76.5,"Ladanyi (1996)","Not Differentiated",NA,NA
NA,1120,72.9791847198287,"Ladanyi (1996)","Not Differentiated",NA,NA
NA,1130,70.2775681356645,"Ladanyi (1996)","Not Differentiated",NA,NA
NA,1140,68,"Ladanyi (1996)","Not Differentiated",NA,NA
NA,1150,65.9934221912518,"Ladanyi (1996)","Not Differentiated",NA,NA
NA,1160,64.179337186343,"Ladanyi (1996)","Not Differentiated",NA,NA
NA,1170,62.511113855951,"Ladanyi (1996)","Not Differentiated",NA,NA
NA,1180,60.9583694396574,"Ladanyi (1996)","Not Differentiated",NA,NA
NA,1190,59.5,"Ladanyi (1996)","Not Differentiated",NA,NA
NA,1200,58.1206398885688,"Ladanyi (1996)","Not Differentiated",NA,NA
NA,1210,56.8086892819791,"Ladanyi (1996)","Not Differentiated",NA,NA
NA,1220,55.5551362713291,"Ladanyi (1996)","Not Differentiated",NA,NA
NA,1230,54.3528141585561,"Ladanyi (1996)","Not Differentiated",NA,NA
NA,1240,53.1959122124215,"Ladanyi (1996)","Not Differentiated",NA,NA
NA,1250,52.079641557237,"Ladanyi (1996)","Not Differentiated",NA,NA
NA,1260,51,"Ladanyi (1996)","Not Differentiated",NA,NA
NA,1270,49.9536021822499,"Ladanyi (1996)","Not Differentiated",NA,NA
NA,1280,48.9375541594861,"Ladanyi (1996)","Not Differentiated",NA,NA
NA,1290,47.9493589799043,"Ladanyi (1996)","Not Differentiated",NA,NA
NA,1300,46.9868443825036,"Ladanyi (1996)","Not Differentiated",NA,NA
NA,1310,46.0481065928754,"Ladanyi (1996)","Not Differentiated",NA,NA
NA,1320,45.1314660415009,"Ladanyi (1996)","Not Differentiated",NA,NA
NA,1330,44.2354320518419,"Ladanyi (1996)","Not Differentiated",NA,NA
NA,1340,43.358674372686,"Ladanyi (1996)","Not Differentiated",NA,NA
NA,1350,42.5,"Ladanyi (1996)","Not Differentiated",NA,NA
NA,1360,41.6583341344613,"Ladanyi (1996)","Not Differentiated",NA,NA
NA,1370,40.8327044069936,"Ladanyi (1996)","Not Differentiated",NA,NA
NA,1380,40.022227711902,"Ladanyi (1996)","Not Differentiated",NA,NA
NA,1390,39.2260991393567,"Ladanyi (1996)","Not Differentiated",NA,NA
NA,1400,38.4435826120609,"Ladanyi (1996)","Not Differentiated",NA,NA
NA,1410,37.6740029159448,"Ladanyi (1996)","Not Differentiated",NA,NA
NA,1420,36.9167388793148,"Ladanyi (1996)","Not Differentiated",NA,NA
NA,1430,36.1712175044268,"Ladanyi (1996)","Not Differentiated",NA,NA
NA,1440,35.436908893815,"Ladanyi (1996)","Not Differentiated",NA,NA
NA,1450,34.7133218436533,"Ladanyi (1996)","Not Differentiated",NA,NA
NA,1460,34,"Ladanyi (1996)","Not Differentiated",NA,NA
NA,1470,33.2965184924651,"Ladanyi (1996)","Not Differentiated",NA,NA
NA,1480,32.6024809747637,"Ladanyi (1996)","Not Differentiated",NA,NA
NA,1490,31.9175170136136,"Ladanyi (1996)","Not Differentiated",NA,NA
NA,1500,31.2412797771376,"Ladanyi (1996)","Not Differentiated",NA,NA
NA,1510,30.5734439818208,"Ladanyi (1996)","Not Differentiated",NA,NA
NA,1520,29.9137040635332,"Ladanyi (1996)","Not Differentiated",NA,NA
NA,1530,29.261772543433,"Ladanyi (1996)","Not Differentiated",NA,NA
NA,1540,28.6173785639582,"Ladanyi (1996)","Not Differentiated",NA,NA
NA,1550,27.9802665737554,"Ladanyi (1996)","Not Differentiated",NA,NA
NA,1560,27.3501951434352,"Ladanyi (1996)","Not Differentiated",NA,NA
NA,1570,26.7269358965911,"Ladanyi (1996)","Not Differentiated",NA,NA
NA,1580,26.1102725426582,"Ladanyi (1996)","Not Differentiated",NA,NA
NA,1590,25.5,"Ladanyi (1996)","Not Differentiated",NA,NA
NA,1600,24.8959235991435,"Ladanyi (1996)","Not Differentiated",NA,NA
NA,1610,24.2978583573858,"Ladanyi (1996)","Not Differentiated",NA,NA
NA,1620,23.7056283171122,"Ladanyi (1996)","Not Differentiated",NA,NA
NA,1630,23.1190659411156,"Ladanyi (1996)","Not Differentiated",NA,NA
NA,1640,22.538011559029,"Ladanyi (1996)","Not Differentiated",NA,NA
NA,1650,21.9623128596869,"Ladanyi (1996)","Not Differentiated",NA,NA
NA,1660,21.391824424843,"Ladanyi (1996)","Not Differentiated",NA,NA
NA,1670,20.8264073001986,"Ladanyi (1996)","Not Differentiated",NA,NA
NA,1680,20.2659286001568,"Ladanyi (1996)","Not Differentiated",NA,NA
NA,1690,19.7102611431168,"Ladanyi (1996)","Not Differentiated",NA,NA
NA,1700,19.1592831144739,"Ladanyi (1996)","Not Differentiated",NA,NA
NA,1710,18.6128777547934,"Ladanyi (1996)","Not Differentiated",NA,NA
NA,1720,18.0709330708996,"Ladanyi (1996)","Not Differentiated",NA,NA
NA,1730,17.5333415678529,"Ladanyi (1996)","Not Differentiated",NA,NA
NA,1740,17,"Ladanyi (1996)","Not Differentiated",NA,NA
NA,1750,16.4708091394623,"Ladanyi (1996)","Not Differentiated",NA,NA
NA,1760,15.9456735605943,"Ladanyi (1996)","Not Differentiated",NA,NA
NA,1770,15.4245014390842,"Ladanyi (1996)","Not Differentiated",NA,NA
NA,1780,14.9072043644998,"Ladanyi (1996)","Not Differentiated",NA,NA
NA,1790,14.3936971651964,"Ladanyi (1996)","Not Differentiated",NA,NA
NA,1800,13.8838977446036,"Ladanyi (1996)","Not Differentiated",NA,NA
NA,1810,13.377726928001,"Ladanyi (1996)","Not Differentiated",NA,NA
NA,1820,12.8751083189722,"Ladanyi (1996)","Not Differentiated",NA,NA
NA,1830,12.375968164801,"Ladanyi (1996)","Not Differentiated",NA,NA
NA,1840,11.8802352301377,"Ladanyi (1996)","Not Differentiated",NA,NA
NA,1850,11.3878406783227,"Ladanyi (1996)","Not Differentiated",NA,NA
NA,1860,10.8987179598086,"Ladanyi (1996)","Not Differentiated",NA,NA
NA,1870,10.412802707167,"Ladanyi (1996)","Not Differentiated",NA,NA
NA,1880,9.9300326362133,"Ladanyi (1996)","Not Differentiated",NA,NA
NA,1890,9.4503474528175,"Ladanyi (1996)","Not Differentiated",NA,NA
NA,1900,8.97368876500715,"Ladanyi (1996)","Not Differentiated",NA,NA
NA,1910,8.5,"Ladanyi (1996)","Not Differentiated",NA,NA
NA,1920,8.02922632583196,"Ladanyi (1996)","Not Differentiated",NA,NA
NA,1930,7.56131457727346,"Ladanyi (1996)","Not Differentiated",NA,NA
NA,1940,7.09621318575073,"Ladanyi (1996)","Not Differentiated",NA,NA
NA,1950,6.63387211301047,"Ladanyi (1996)","Not Differentiated",NA,NA
NA,1960,6.17424278828652,"Ladanyi (1996)","Not Differentiated",NA,NA
NA,1970,5.71727804874507,"Ladanyi (1996)","Not Differentiated",NA,NA
NA,1980,5.2629320830017,"Ladanyi (1996)","Not Differentiated",NA,NA
NA,1990,4.81116037751887,"Ladanyi (1996)","Not Differentiated",NA,NA
NA,2000,4.36191966570632,"Ladanyi (1996)","Not Differentiated",NA,NA
NA,2010,3.9151678795596,"Ladanyi (1996)","Not Differentiated",NA,NA
NA,2020,3.47086410368378,"Ladanyi (1996)","Not Differentiated",NA,NA
NA,2030,3.02896853155988,"Ladanyi (1996)","Not Differentiated",NA,NA
NA,2040,2.58944242392241,"Ladanyi (1996)","Not Differentiated",NA,NA
NA,2050,2.15224806912381,"Ladanyi (1996)","Not Differentiated",NA,NA
NA,1100,85,"Ladanyi (1996)","Not Differentiated",NA,NA
NA,1110,76.5,"Ladanyi (1996)","Not Differentiated",NA,NA
NA,1120,72.9791847198287,"Ladanyi (1996)","Not Differentiated",NA,NA
NA,1130,70.2775681356645,"Ladanyi (1996)","Not Differentiated",NA,NA
NA,1140,68,"Ladanyi (1996)","Not Differentiated",NA,NA
NA,1150,65.9934221912518,"Ladanyi (1996)","Not Differentiated",NA,NA
NA,1160,64.179337186343,"Ladanyi (1996)","Not Differentiated",NA,NA
NA,1170,62.511113855951,"Ladanyi (1996)","Not Differentiated",NA,NA
NA,1180,60.9583694396574,"Ladanyi (1996)","Not Differentiated",NA,NA
NA,1190,59.5,"Ladanyi (1996)","Not Differentiated",NA,NA
NA,1200,58.1206398885688,"Ladanyi (1996)","Not Differentiated",NA,NA
NA,1210,56.8086892819791,"Ladanyi (1996)","Not Differentiated",NA,NA
NA,1220,55.5551362713291,"Ladanyi (1996)","Not Differentiated",NA,NA
NA,1230,54.3528141585561,"Ladanyi (1996)","Not Differentiated",NA,NA
NA,1240,53.1959122124215,"Ladanyi (1996)","Not Differentiated",NA,NA
NA,1250,52.079641557237,"Ladanyi (1996)","Not Differentiated",NA,NA
NA,1260,51,"Ladanyi (1996)","Not Differentiated",NA,NA
NA,1270,49.9536021822499,"Ladanyi (1996)","Not Differentiated",NA,NA
NA,1280,48.9375541594861,"Ladanyi (1996)","Not Differentiated",NA,NA
NA,1290,47.9493589799043,"Ladanyi (1996)","Not Differentiated",NA,NA
NA,1300,46.9868443825036,"Ladanyi (1996)","Not Differentiated",NA,NA
NA,1310,46.0481065928754,"Ladanyi (1996)","Not Differentiated",NA,NA
NA,1320,45.1314660415009,"Ladanyi (1996)","Not Differentiated",NA,NA
NA,1330,44.2354320518419,"Ladanyi (1996)","Not Differentiated",NA,NA
NA,1340,43.358674372686,"Ladanyi (1996)","Not Differentiated",NA,NA
NA,1350,42.5,"Ladanyi (1996)","Not Differentiated",NA,NA
NA,1360,41.6583341344613,"Ladanyi (1996)","Not Differentiated",NA,NA
NA,1370,40.8327044069936,"Ladanyi (1996)","Not Differentiated",NA,NA
NA,1380,40.022227711902,"Ladanyi (1996)","Not Differentiated",NA,NA
NA,1390,39.2260991393567,"Ladanyi (1996)","Not Differentiated",NA,NA
NA,1400,38.4435826120609,"Ladanyi (1996)","Not Differentiated",NA,NA
NA,1410,37.6740029159448,"Ladanyi (1996)","Not Differentiated",NA,NA
NA,1420,36.9167388793148,"Ladanyi (1996)","Not Differentiated",NA,NA
NA,1430,36.1712175044268,"Ladanyi (1996)","Not Differentiated",NA,NA
NA,1440,35.436908893815,"Ladanyi (1996)","Not Differentiated",NA,NA
NA,1450,34.7133218436533,"Ladanyi (1996)","Not Differentiated",NA,NA
NA,1460,34,"Ladanyi (1996)","Not Differentiated",NA,NA
NA,1470,33.2965184924651,"Ladanyi (1996)","Not Differentiated",NA,NA
NA,1480,32.6024809747637,"Ladanyi (1996)","Not Differentiated",NA,NA
NA,1490,31.9175170136136,"Ladanyi (1996)","Not Differentiated",NA,NA
NA,1500,31.2412797771376,"Ladanyi (1996)","Not Differentiated",NA,NA
NA,1510,30.5734439818208,"Ladanyi (1996)","Not Differentiated",NA,NA
NA,1520,29.9137040635332,"Ladanyi (1996)","Not Differentiated",NA,NA
NA,1530,29.261772543433,"Ladanyi (1996)","Not Differentiated",NA,NA
NA,1540,28.6173785639582,"Ladanyi (1996)","Not Differentiated",NA,NA
NA,1550,27.9802665737554,"Ladanyi (1996)","Not Differentiated",NA,NA
NA,1560,27.3501951434352,"Ladanyi (1996)","Not Differentiated",NA,NA
NA,1570,26.7269358965911,"Ladanyi (1996)","Not Differentiated",NA,NA
NA,1580,26.1102725426582,"Ladanyi (1996)","Not Differentiated",NA,NA
NA,1590,25.5,"Ladanyi (1996)","Not Differentiated",NA,NA
NA,1600,24.8959235991435,"Ladanyi (1996)","Not Differentiated",NA,NA
NA,1610,24.2978583573858,"Ladanyi (1996)","Not Differentiated",NA,NA
NA,1620,23.7056283171122,"Ladanyi (1996)","Not Differentiated",NA,NA
NA,1630,23.1190659411156,"Ladanyi (1996)","Not Differentiated",NA,NA
NA,1640,22.538011559029,"Ladanyi (1996)","Not Differentiated",NA,NA
NA,1650,21.9623128596869,"Ladanyi (1996)","Not Differentiated",NA,NA
NA,1660,21.391824424843,"Ladanyi (1996)","Not Differentiated",NA,NA
NA,1670,20.8264073001986,"Ladanyi (1996)","Not Differentiated",NA,NA
NA,1680,20.2659286001568,"Ladanyi (1996)","Not Differentiated",NA,NA
NA,1690,19.7102611431168,"Ladanyi (1996)","Not Differentiated",NA,NA
NA,1700,19.1592831144739,"Ladanyi (1996)","Not Differentiated",NA,NA
NA,1710,18.6128777547934,"Ladanyi (1996)","Not Differentiated",NA,NA
NA,1720,18.0709330708996,"Ladanyi (1996)","Not Differentiated",NA,NA
NA,1730,17.5333415678529,"Ladanyi (1996)","Not Differentiated",NA,NA
NA,1740,17,"Ladanyi (1996)","Not Differentiated",NA,NA
NA,1750,16.4708091394623,"Ladanyi (1996)","Not Differentiated",NA,NA
NA,1760,15.9456735605943,"Ladanyi (1996)","Not Differentiated",NA,NA
NA,1770,15.4245014390842,"Ladanyi (1996)","Not Differentiated",NA,NA
NA,1780,14.9072043644998,"Ladanyi (1996)","Not Differentiated",NA,NA
NA,1790,14.3936971651964,"Ladanyi (1996)","Not Differentiated",NA,NA
NA,1800,13.8838977446036,"Ladanyi (1996)","Not Differentiated",NA,NA
NA,1810,13.377726928001,"Ladanyi (1996)","Not Differentiated",NA,NA
NA,1820,12.8751083189722,"Ladanyi (1996)","Not Differentiated",NA,NA
NA,1830,12.375968164801,"Ladanyi (1996)","Not Differentiated",NA,NA
NA,1840,11.8802352301377,"Ladanyi (1996)","Not Differentiated",NA,NA
NA,1850,11.3878406783227,"Ladanyi (1996)","Not Differentiated",NA,NA
NA,1860,10.8987179598086,"Ladanyi (1996)","Not Differentiated",NA,NA
NA,1870,10.412802707167,"Ladanyi (1996)","Not Differentiated",NA,NA
NA,1880,9.9300326362133,"Ladanyi (1996)","Not Differentiated",NA,NA
NA,1890,9.4503474528175,"Ladanyi (1996)","Not Differentiated",NA,NA
NA,1900,8.97368876500715,"Ladanyi (1996)","Not Differentiated",NA,NA
NA,1910,8.5,"Ladanyi (1996)","Not Differentiated",NA,NA
NA,1920,8.02922632583196,"Ladanyi (1996)","Not Differentiated",NA,NA
NA,1930,7.56131457727346,"Ladanyi (1996)","Not Differentiated",NA,NA
NA,1940,7.09621318575073,"Ladanyi (1996)","Not Differentiated",NA,NA
NA,1950,6.63387211301047,"Ladanyi (1996)","Not Differentiated",NA,NA
NA,1960,6.17424278828652,"Ladanyi (1996)","Not Differentiated",NA,NA
NA,1970,5.71727804874507,"Ladanyi (1996)","Not Differentiated",NA,NA
NA,1980,5.2629320830017,"Ladanyi (1996)","Not Differentiated",NA,NA
NA,1990,4.81116037751887,"Ladanyi (1996)","Not Differentiated",NA,NA
NA,2000,4.36191966570632,"Ladanyi (1996)","Not Differentiated",NA,NA
NA,2010,3.9151678795596,"Ladanyi (1996)","Not Differentiated",NA,NA
NA,2020,3.47086410368378,"Ladanyi (1996)","Not Differentiated",NA,NA
NA,2030,3.02896853155988,"Ladanyi (1996)","Not Differentiated",NA,NA
NA,2040,2.58944242392241,"Ladanyi (1996)","Not Differentiated",NA,NA
NA,2050,2.15224806912381,"Ladanyi (1996)","Not Differentiated",NA,NA
NA,1100,85,"Ladanyi (1996)","Not Differentiated",NA,NA
NA,1110,76.5,"Ladanyi (1996)","Not Differentiated",NA,NA
NA,1120,72.9791847198287,"Ladanyi (1996)","Not Differentiated",NA,NA
NA,1130,70.2775681356645,"Ladanyi (1996)","Not Differentiated",NA,NA
NA,1140,68,"Ladanyi (1996)","Not Differentiated",NA,NA
NA,1150,65.9934221912518,"Ladanyi (1996)","Not Differentiated",NA,NA
NA,1160,64.179337186343,"Ladanyi (1996)","Not Differentiated",NA,NA
NA,1170,62.511113855951,"Ladanyi (1996)","Not Differentiated",NA,NA
NA,1180,60.9583694396574,"Ladanyi (1996)","Not Differentiated",NA,NA
NA,1190,59.5,"Ladanyi (1996)","Not Differentiated",NA,NA
NA,1200,58.1206398885688,"Ladanyi (1996)","Not Differentiated",NA,NA
NA,1210,56.8086892819791,"Ladanyi (1996)","Not Differentiated",NA,NA
NA,1220,55.5551362713291,"Ladanyi (1996)","Not Differentiated",NA,NA
NA,1230,54.3528141585561,"Ladanyi (1996)","Not Differentiated",NA,NA
NA,1240,53.1959122124215,"Ladanyi (1996)","Not Differentiated",NA,NA
NA,1250,52.079641557237,"Ladanyi (1996)","Not Differentiated",NA,NA
NA,1260,51,"Ladanyi (1996)","Not Differentiated",NA,NA
NA,1270,49.9536021822499,"Ladanyi (1996)","Not Differentiated",NA,NA
NA,1280,48.9375541594861,"Ladanyi (1996)","Not Differentiated",NA,NA
NA,1290,47.9493589799043,"Ladanyi (1996)","Not Differentiated",NA,NA
NA,1300,46.9868443825036,"Ladanyi (1996)","Not Differentiated",NA,NA
NA,1310,46.0481065928754,"Ladanyi (1996)","Not Differentiated",NA,NA
NA,1320,45.1314660415009,"Ladanyi (1996)","Not Differentiated",NA,NA
NA,1330,44.2354320518419,"Ladanyi (1996)","Not Differentiated",NA,NA
NA,1340,43.358674372686,"Ladanyi (1996)","Not Differentiated",NA,NA
NA,1350,42.5,"Ladanyi (1996)","Not Differentiated",NA,NA
NA,1360,41.6583341344613,"Ladanyi (1996)","Not Differentiated",NA,NA
NA,1370,40.8327044069936,"Ladanyi (1996)","Not Differentiated",NA,NA
NA,1380,40.022227711902,"Ladanyi (1996)","Not Differentiated",NA,NA
NA,1390,39.2260991393567,"Ladanyi (1996)","Not Differentiated",NA,NA
NA,1400,38.4435826120609,"Ladanyi (1996)","Not Differentiated",NA,NA
NA,1410,37.6740029159448,"Ladanyi (1996)","Not Differentiated",NA,NA
NA,1420,36.9167388793148,"Ladanyi (1996)","Not Differentiated",NA,NA
NA,1430,36.1712175044268,"Ladanyi (1996)","Not Differentiated",NA,NA
NA,1440,35.436908893815,"Ladanyi (1996)","Not Differentiated",NA,NA
NA,1450,34.7133218436533,"Ladanyi (1996)","Not Differentiated",NA,NA
NA,1460,34,"Ladanyi (1996)","Not Differentiated",NA,NA
NA,1470,33.2965184924651,"Ladanyi (1996)","Not Differentiated",NA,NA
NA,1480,32.6024809747637,"Ladanyi (1996)","Not Differentiated",NA,NA
NA,1490,31.9175170136136,"Ladanyi (1996)","Not Differentiated",NA,NA
NA,1500,31.2412797771376,"Ladanyi (1996)","Not Differentiated",NA,NA
NA,1510,30.5734439818208,"Ladanyi (1996)","Not Differentiated",NA,NA
